index,sentence_id,audio,syllabary,phonetic,english,source,speaker,notes
900,7af612b5370a,Sentence_for_entry_0895.wav,ᎦᎸᎳᏗᏍ ᎦᎸᎶ *ᎦᎸᎳᏗ?*,galv̌:lá’dís galv:lő: *galv̋:ladi*,Is *heaven* high in the sky?,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
901,6eb86f5a8323,Sentence_for_entry_0896.wav,ᏥᏳ *ᎦᎸᎳᏗ* ᎦᏃᎯᎵ.,ji:yú *galv̋:ladi* gano:hi:lí,The airplane is flying *high.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
902,427ee000e83b,Sentence_for_entry_0897.wav,ᎯᏍᎪᎵ *ᎦᎸᎳᏗᏜ* ᎦᏃᎯᎸᏍᏗ ᏍᏆᏞᏍᏗ.,hiskő:li *galv̌:ládi:dla* gano:hi:lv̂:sdi sgwà:hle̋:sdi,The ball flew by *above* your head.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
903,0233bbb5a377,Sentence_for_entry_0898.wav,*ᎦᎸᎳ*ᏗᎨ ᏫᎶᎦ.,*galv̌:ládige̋* hwí’lo:gâ,Climb up *higher.*,Cherokee Dictionary 1975 Durbin Feeling,Durbin Feeling,Cherokee National Treasure. Renowned Cherokee linguist.
904,c54690f7ee87,Sentence_for_entry_0899.wav,*ᎦᎸᎶ* ᏌᎪᏂᎨᎢ.,*galv:lő: *sakǒ:níge̋:’i,The *sky* is blue.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
905,28638887f45d,Sentence_for_entry_0900.wav,ᎦᏙᎯ ᎠᏔᎴᏒ *ᎤᎸᏅ* ᎢᎾᏓ ᎤᎵᏬᏨᎢ.,ga:dő:hi à:tale:sv̋: *ù:lv́:nv́* i:nada uli:hwò:jv̋:’i,*He put* the dead snake in a hole in the ground.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
906,d6f0572eaedf,Sentence_for_entry_0901.wav,ᏄᎳ! *ᏄᎾᏗᏅᏓᏊ* ᎦᎵᏦᏕ ᏫᏂᎷᏨᎢ.,nű:la *nu:nádǐ:nv̋:dagwu* galhjo:dé wì:ní:luhjv̌:’i,Hurry! Let’s get there *before he sells* the house.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
907,7f7e7025a77c,Sentence_for_entry_0902.wav,ᏥᏈᏍᏗ *ᎦᎾᏝᎢ* ᎤᏴᏗᏓᎾ ᎤᏤᎵᎪᎯ.,tsgwi̋:sdi *ganà:hlá’i* ù:yhdǐ:dá’na u:je:lì:gő:hi,He has a lot of *livestock* on his place.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
908,ca4daec20271,Sentence_for_entry_0903.wav,ᎤᏚᎵᏍᎬ ᎢᎪᎯᏓ ᏧᎸᏫᏍᏓᏁᏗ *ᏥᎾᏢᏍᎦ.*,ù:du:lǐ:sgv̋ igó:hi̋:da ju:lv̌:hwísdà:nhdi̋ *ji:nâ:hlv:sgâ*,*I’m hiring him* for as long as he wants to work.,Cherokee Dictionary 1975 Durbin Feeling,Durbin Feeling,Cherokee National Treasure. Renowned Cherokee linguist.
909,18cc45af5fca,Sentence_for_entry_0904.wav,ᎦᎪ Ꮎ *ᎦᎾᎵ* ᎠᏍᎦᏯ?,gá:go: ná *gà:na̋:li* asgaya,Who is that *lazy* man?,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
910,1976db797f7e,Sentence_for_entry_0905.wav,ᎯᎠ ᏐᏈᎵ *ᎦᎾᎵ.*,hi’a so:gwíli *gà:ná’li*,This is a *gelding.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
911,85ff12c3f3b5,Sentence_for_entry_0906.wav,ᎭᏢ *ᏣᎾᏩᏛᎮ* Ꮎ ᎠᏓᏠᏍᏗ?,ha:dlv̋: *janâ:whtv:hé:* ná adà:dlo:sdí,Where *did you find* the belt?,Cherokee Dictionary 1975 Durbin Feeling,Durbin Feeling,Cherokee National Treasure. Renowned Cherokee linguist.
912,b57cd2819427,Sentence_for_entry_0907.wav,ᎦᏌᎴᏂᏍ *ᏘᎾᏫᏛᎯ?*,gà:salě:nís *tinâ:wi:dv:hî*,*Are you going to take* a coat?,Cherokee Dictionary 1975 Durbin Feeling,Durbin Feeling,Cherokee National Treasure. Renowned Cherokee linguist.
913,24d45fe5ec4d,Sentence_for_entry_0908.wav,*ᎦᏂᏰᎦ* ᏧᎸᏫᏍᏓᏁᏗ ᎤᎭ.,*gániye:ga* ju:lv̂:wsdà:nehdí ù:ha,He has a *dangerous* job.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
914,154e6098f42a,Sentence_for_entry_0909.wav,ᎭᏢ *ᏣᏁᏎ* ᏣᎵᏍᏚᎶ?,há:hlv̋ *jané:sé* jalsduló,Where *did you get* your cap?,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
915,5b65f9cfcf1c,Sentence_for_entry_0910.wav,ᎦᏆᏛ *ᏥᏁᏟᏴᎠ.*,ga:gwatv̋: *jine:dlí:yv’a*,*I am changing* the wheel.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
916,9cd882ea3dfe,Sentence_for_entry_0911.wav,ᎠᏫ *ᎦᏁᎦ* ᎪᏢᏔᏅ ᎠᎿᏬ ᎤᎾᎠ.,ahwi *ganè:ga* go:hlvhtanv̋: ahnawó ù:ná’a,He has a shirt made of deer *skin.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
917,4cdf28c8d380,Sentence_for_entry_0912.wav,ᏦᎢᎭ ᏗᎪᏍᏛᏂᏍᏗ *ᏘᏄᎦ* ᎤᎾᎳᏍᎦᎵᏗᎢ.,jo’i:ha̋ digo:sdv̋:nì:sdi *ti:nû:ga* u:nalà:sgalhdi̋:’i,*Take* three bats to the baseball diamond.,Cherokee Dictionary 1975 Durbin Feeling,Durbin Feeling,Cherokee National Treasure. Renowned Cherokee linguist.
918,a26ff3a8f8da,Sentence_for_entry_0913.wav,*ᏂᏚᏁᎦᎸᏓᏊ* ᏓᏍᏗᎩᏍᎪ ᎦᎦᎻ ᎢᎦ ᏧᎸᏉᏗ.,*nidu:nê:galv̋:dagwu* dà:sdi:gî:sgó: ga:gami i:ga̋ ju:lv̋:kwdi,He likes cucumbers so well‚ he eats them *without peeling them.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
919,28e3ac3fe600,Sentence_for_entry_0914.wav,ᏑᏟᎶᏓ ᎢᎦ ᎤᏅᏗ *ᎤᏁᎩᏒᎢ.*,su:tli:lő:da iga̋: unv̌:di *ù:negî:sv̌:’i*,*She got* a gallon of milk.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
920,56e8ea22984a,Sentence_for_entry_0915.wav,ᎤᏅᏓ *ᎦᏁᎩᎡᎭ* ᏩᎦ.,u:nv̌:da *gane:gí’e:ha* wahga,*He’s milking* a cow.,Cherokee Dictionary 1975 Durbin Feeling,Dennis Sixkiller,Cherokee National Treasure.
921,fa3b600a2e69,Sentence_for_entry_0916.wav,ᏣᏕᎶᎰᏎᏍ ᎥᏍᎩᎾ *ᏣᏁᎫᏗᏍᎬ?*,jade:lo:ho:sé:s v̀:sginá *jane:gú:dì:sgv̋*,Did you find out who was *bewitching you?*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
922,1d1ce0c276f7,Sentence_for_entry_0917.wav,ᏔᎵᏍᎪ ᎠᏃᏪᎵ ᎤᏒᏕᎾ ᎦᎶᏪ *ᎦᏁᎭ.*,tálsgǒ: ano:hwe̋:li u:sv:de̋:na galò:we *ga:ne:ha*,*He is holding* a 20 gauge shotgun.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
923,5d7f6d20401a,Sentence_for_entry_0918.wav,ᎯᎳ ᎢᎦ ᎤᏅᏓ *ᏣᏁᎯᏰᎢ?*,hila̋: i:ga̋: u:nv̌:da *jane:hí:yé:’i*,How much milk *did you leave?*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
924,c2539ce1155f,Sentence_for_entry_0919.wav,ᎠᎹ ᎤᏗᏔᏍᏗ *ᏥᏁᎥᏏ.*,ama u:di̋:tasdi *ji:né’vsi*,*I just gave him* water to drink.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
925,ca1530097eec,Sentence_for_entry_0920.wav,Ꮎ ᎩᏟ ᎠᎹ *ᎤᏁᏩᏛ*Ꮧ ᎠᏁᎵᏗᎭ.,ná gi:hli ama *u:ne:whtv́hdi̋* à:né:lhdi:ha,The dog is trying *to find* some water.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
926,550770602855,Sentence_for_entry_0921.wav,ᏧᏂᎸᏫᏍᏓᏁᎯ ᎤᎾᏗᏔᏍᏗ ᎠᎹ *ᎤᏁᏫᏛᎲᎢ.*,ju:ni:lv̂:wsdà:ne̋:hi u:nadi̋:tasdi ama *ú:ne:hwi:dv:hv̌:’i*,*He took* some water to the workers.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
927,a2a12cd0a744,Sentence_for_entry_0922.wav,*ᎦᏁᏥ* ᎤᏩᏂᎸ ᏍᏆᏞᏍᏗ.,*gane:ji* uwa:hnilv́ sgwà:hle̋:sdi,A ball hit him on *his chest.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
928,9bb49593bc27,Sentence_for_entry_0923.wav,ᎢᏤ ᎠᏓᏁᎸ *ᎦᏁᎳ.*,ije̋: à:da:ně:lv̋ *ganě:la*,*He lives* in a new house.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
929,01128d562661,Sentence_for_entry_0924.wav,*ᎦᏁᎵᏍ* ᏍᏓᎵᎢ?,*gane̋:lis* sda:li̋:’i,Is your friend *married?*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
930,bf2fcb5775b8,Sentence_for_entry_0925.wav,ᏕᎦᏅᏅ *ᏕᎦᏁᏍᏓᎳᏗᎠ.*,de:gánv:hnv̋: *de:gáne:sdaldí’a*,The roads *are freezing.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
931,6ae26c3b55b8,Sentence_for_entry_0926.wav,ᏑᏕᏘᏴᏓ ᏥᎨᏒ ᎪᎯ ᎢᎦ ᏍᏓᏯ *ᎤᏁᏐᏯᏒᎢ.*,su:de:tiyv̋:da jigè:sv̋: kò:hi i:ga sda̋:ya *u:ne:sô:ysv̌:’i*,One year ago today *it hailed *hard.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
932,605c1a30b432,Sentence_for_entry_0927.wav,ᏗᏁᏍᎨᏍᎩ ᏂᎪᎯᎸ *ᎦᏅᏙᎩ* ᎬᏗᏍᎪ ᏓᏁᏍᎨᏍᎬᎢ.,di:hnè:sge̋:sgi nigo:hí:lv̋:*ganhdohgi* kdǐ:sgô: dà:hne:sge:sgv̋:’i,A carpenter always uses a *saw* when building houses.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
933,4d4fc0f71465,Sentence_for_entry_0928.wav,ᏂᎪᎯᎸ ᏳᎵᏍᏓᎥᏃᎿ ᏕᎦᏅᎦᎵᏍᎪ *ᏕᎦᏅᏙᎬᎢ.*,nigo:hí:lv̋: yú:lsda’v̋:hnohna de:gánv:gali:sgô: *de:ganhdóhgv̋’i*,He always brushes *his teeth* after every meal.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
934,1dd255b73da0,Sentence_for_entry_0929.wav,ᎡᎳᏗᏊ *ᏥᏅᎨᏍᏗ.*,e:ladigwu *jinv̀:gé:sdi*,*I’ll* just *lie* on the floor.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
935,969c6b001578,Sentence_for_entry_0930.wav,*ᎦᏅᎪ* ᎦᎴᏴᎯ ᎧᏫ ᎤᏗᏞᎩ ᎠᏗᏔᏍᎬᎢ.,*ga:nhgó:* galé:yv:hi kǎ:hwi udi̋:hlehgi á:di:tasgv̋:’i,He burned *his tongue* drinking hot coffee.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
936,57f3d75694ee,Sentence_for_entry_0931.wav,ᎠᏓᏬᏍᏗ ᎤᏚᎿ *ᎤᏓᏅᏆᎡᎲ* ᎠᎹ.,adawo:sdi̋: ù:dű:hna *ù:danhgwa’e:hv* ama,When he stepped into the swimming pool‚ *he agitated* the water.,Cherokee Dictionary 1975 Durbin Feeling,Dennis Sixkiller,Cherokee National Treasure.
937,c6f028e4d1ce,Sentence_for_entry_0932.wav,ᏧᏂᎸᏫᏍᏓᏁᎯ ᎤᎾᏗᏔᏍᏗ ᎠᎹ *ᏥᏅᏤᎦ.*,ju:ni:lv̌:hwsdà:ne̋:hi u:nadi̋:tasdi ama *jinv:jé:ga*,*I am taking* some drinking water for the workers.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
938,4ba149102af4,Sentence_for_entry_0933.wav,ᎯᏍᎩ ᎢᏳᏟᎶᏓ ᎤᏅᏓ *ᏥᏅᏤᎭ.*,hisgi iyú:hli:lő:da u:nv̌:da *jinv:jě:ha*,*I have* five gallons of milk.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
939,debbed076238,Sentence_for_entry_0934.wav,ᎤᏬᏘ ᎠᏓᎯᎯ *ᎦᏅᏥᏙᎭ.*,nv̌:wô:ti ada̋:hihi *ganhjǐ:dô:ha*,*He’s handling* some poison.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
940,c1bdc4793c20,Sentence_for_entry_0935.wav,ᎭᏢ ᏫᎦᎶᎯ Ꮎ *ᎦᏅᏔᏂᏙᎯ?*,ha:hlv̋ wigalo:hi ná *ganhtani:dő:hi*,Where did the *salesman* go?,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
941,a52eeb06c592,Sentence_for_entry_0936.wav,*ᎦᏂ* ᎤᏲᎸ ᎦᏅᏬᎢ.,*gá’ni* ù:yo:hlv́ ganv:wő:’i,A *bullet* hit him in his shoulder.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
942,399597f540fc,Sentence_for_entry_0937.wav,*ᎦᏂᏓᏛ* ᎤᏂᏱᏗ ᎠᏁᎵᏗᎭ ᎩᏟ.,*ganí:dadv̋:* u:ni:yhdí à:né:lhdi:ha gi:hli,The dog is trying to catch *his tail.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
943,2e6ee211bf0e,Sentence_for_entry_0938.wav,ᎦᎪ ᎣᏂ *ᎤᏩᏂᏙᎴ* ᎪᏍᏛᏂᏍᏗ?,gá:gò: o:hní *ùwa:nǐ:dô:lé* go:sd:vnî:sdi,Who *had* the bat last?,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
944,f11c725aac19,Sentence_for_entry_0939.wav,Ꮭ ᎩᎶ *ᏱᏥᏂᏆᏘᎰᎢ.*,hla kilő: *yiji:nígwà:tihó:’i*,I don’t *hate* anyone.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
945,4c3d6b982902,Sentence_for_entry_0940.wav,ᎭᏢ *ᎢᏴ ᏓᏥᏂᏝᏗ?*,ha:hlv̋ iyv̋ *dajinî:hlá’di*,Where shall I *set up* the bed?,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
946,3f607e153ff4,Sentence_for_entry_0941.wav,ᎤᏥ ᎤᏤᎵ ᎢᏳᎵᏍᏔᏅ *ᎦᏂᏝᏗᏍᏗ* ᎤᏩᏯ.,u:ji u:je:li̋ iyú:lstanv̋: *gani:hladì:sdi* ù:wǎ:ya,She has a *bedstead* that belonged to her mother.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
947,b78224dfe925,Sentence_for_entry_0942.wav,Ꮎ ᎠᏍᎦᏯ *ᎦᏂᏟ* ᏓᏳᏩᏏ.,ná asgaya *gani:hli* ayu:hwási,The man is going to buy *a bed.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
948,2ecbea29ebe6,Sentence_for_entry_0943.wav,ᎤᎬᏫᏳᎯ ᎤᏬᏂᏌ‚ *ᏚᏂᎳᏕᎸ* ᏴᏫ ᏧᎾᎵᏍᏕᎸᏗᎢ.,u:gv:wiyu:hi ù:wó:ni̋:sa *dù:ní:lde:lv́* yv:wi ju:nalsde:hldi̋:’i,When the chief spoke‚ *he urged* the people to work together.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
949,1643ede3a6f0,Sentence_for_entry_0944.wav,ᎢᎾᏓ ᎤᎵᏬᏨ *ᎤᏂᏌᏅᎢ.*,i:nada u:li:hwò:jv̋: *ù:ní:sahnv̌:’i*,*He buried* a dead snake.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
950,1aff20f01208,Sentence_for_entry_0945.wav,ᏧᎾᏓᏍᏚᏗ ᎤᎵᏘᏌ ᎤᎿᏬ *ᎤᏂᏯᏍᏔᏅᎢ.*,ju:nda:sdù:di̋: ù:lti̋:sa u:hnawó *ù:ní:yà:stanv̌:’i*,*He left* his shirt when he escaped from jail.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
951,181ab72887ed,Sentence_for_entry_0946_01.wav,Ꮎ ᎩᏟ *ᎯᏂᏯ.*,ná gi:hli *hi:ni:ya*,*Catch* the dog.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
952,2c7b62feba73,Sentence_for_entry_0946_02.wav,ᎯᎳᏴ ᏥᎨᏒ *ᎠᏥᏂᏴᎮ?*,hilâ:yv̋ jigè:sv̋ *ají’ni:yv:hé*,When was *he arrested?*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
953,14233aad31b6,Sentence_for_entry_0947.wav,*ᎦᏂᏱᏍᎩ* ᎢᏳᎵᏍᏙᏗ ᎤᏚᎵᎭ.,*ga’ní:yi̋:sgi* iyú:lsdohdi̋: ù:du:liha,He wants to become *a catcher.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
954,8a707d2ab01a,Sentence_for_entry_0948.wav,ᎪᎳ ᏱᎩ ᏂᎪᎯᎸ *ᎦᏃᎭᎵᏙᎰᎢ.*,gő:la yi̋gi nigo:hí:lv̋ *gano:halǐ:dô:hó:’i*,*He hunts* all the time in the winter.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
955,896b0321a412,Sentence_for_entry_0949.wav,*ᎦᏃᎭᎵᏙᎯ* ᏂᏚᎾᏗᏫᏏᏓ ᏠᎨᏏ.,*gano:hali:dő:hi* nidu:ndíwsǐ:da dlo:ge̋:si,*A hunter* is going across a field.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
956,8c0296d6d707,Sentence_for_entry_0950.wav,ᏥᏳ *ᎦᏃᎯᎸᏍᏓ.*,ji:yú *gano:hǐ:lv̂:sda*,An airplane just *flew by.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
957,6c0b25fd9574,Sentence_for_entry_0951.wav,ᏴᏓᎭ ᏥᏍᏛᏃᏱ ᎤᏪᏴ *ᎦᏃᎱᎩᏍᎪᎢ.*,yv́:da:ha̋: ji:sdv:nǒ:yi ù:wě:yv̋ *gano:hu:gí:sgó:’i*,Sometimes Spring Creek *floods.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
958,a98490be6c36,Sentence_for_entry_0952.wav,ᎤᎭᎸᎾ ᎤᏃᏴᏟᏍᏔᎾ ᏓᏂᎳᏫᎬ ᎤᏓᎴᏅᎲᎢ.,u:halv:na ù:no:hyv̋:tlistana dà:ni:lâ:wì:gv̋: ù:dale:nv:hv̌:’i,When he rang the bell‚ church services started.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
959,a64d4a5041cc,Sentence_for_entry_0953.wav,ᏗᏓᏠᏍᏗ ᏧᏬᏢᏙᏗ *ᎦᏃᏥ*ᎤᏚᎵᎭ.,di:da:dlǒ:sdi juwő:hlvhdohdi *gano:ji* ù:du:lǐ:ha,He wants some *leather* to make belts.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
960,b2c448731864,Sentence_for_entry_0954.wav,ᎤᏁᏌᏴᏜ *ᎦᏃᎸᎥᏍᎪ* ᏒᎯᏰᏱ.,une:sahyv̋:dla *ganolv̂:sgó:* sv:hiye̋:yi,Cool *wind blows* in the evening.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
961,1d7119201638,Sentence_for_entry_0955.wav,ᏓᏆᎴᎳ *ᎤᏃᏍᎩᏒ* ᎢᏳᏍᏗ ᏧᎾᏓᏍᏚᏗ ᏩᏯᎠ.,dagwalé:la *u:no:sgí:sv̋:* iyű:sdi junda:sdù:di̋ wà:yá’a,He’s in jail for *stealing* a car.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
962,2cb6b4cc5c77,Sentence_for_entry_0956.wav,Ꮭ ᏯᏆᏚᎵ ᎪᎱᏍᏗ *ᎦᏃᏍᎩᏓ* ᎠᎩᏩᎯᏍᏗᎢ.,hlá yagwádu:lí go:hű:sdi *gano:sgi̋:da* akiwahisdi̋:’i,I don’t want to buy anything that has been *stolen.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
963,0fe7ea131566,Sentence_for_entry_0957.wav,*ᎦᏃᏍᎩ*ᏍᎩ ᎠᏥᏩᏛᏔᏅ ᎦᏃᏍᎩᏍᎬᎢ.,*gano:sgi̋*:sgi à:jì:wahtvhtanv́ gano:sgí:sgv̋:’i,"""A thief"" was caught stealing.",Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
964,18d1c8aed6c6,Sentence_for_entry_0958_01.wav,Ꮎ ᏥᏳ *ᎦᏃᏴᎦ.*,ná ji:yú *gano:yv̂:ga*,The boat is *sinking.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
965,677fd9ef096e,Sentence_for_entry_0958_02.wav,ᎯᎳ ᎢᏴ *ᎦᏃᏴᎨᏍᏗ?*,hila̋: iyv̋: *gano:yv̂:gé:sdi*,When *will he be buried?*,Cherokee Dictionary 1975 Durbin Feeling,,
966,a4df3aa52e98,Sentence_for_entry_0959.wav,ᎡᎵᏊᏍ ᏓᏆᎴᎳ *ᏱᏍᎩᎾᏌᏁᏏ?*,ě:li̋:gwú:s dagwalé:la *yisginsané:si*,Can *you pull* a car *for me?*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
967,524fcc884ef3,Sentence_for_entry_0960.wav,ᎤᏟ ᏫᏣᏚᎦ Ꮎ *ᎦᏂᏍᏓ.*,udlí wijadû:ga ná *gansda*,Throw that *stick* away.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
968,f290038d3dcf,Sentence_for_entry_0961.wav,ᎠᏴ *ᏥᎾᏏᏄᎦ* ᏞᎦ.,ayv *jinâ:si:nû:ga* hle̋:ga,*Let me drag it* for awhile.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
969,6e5116ed04c6,Sentence_for_entry_0962.wav,ᎤᏗᏞᎲᏌ ᎦᎵᏦᏕ ᏗᏜ‚ *ᎠᎩᏄᎪᏨᎢ.*,u:di̋:hlehvsa galhjo:dé dí:dla *à:ginu:gó:jv̌:’i*,When it got hot inside‚ *I went out.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
970,6ed78b862318,Sentence_for_entry_0963.wav,*ᎦᏄᎪᎬ* ᏙᏥᎫᎩᏍᎪ ᎠᎹ *ᎣᎦᏗᏔᏍᏗ.*,*ganu:gó:gv̋:* ò:ji:ku:gî:sgó ama *o:gadi̋:tasdi*,We get our drinking water from *a spring.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
971,94203a8ca616,Sentence_for_entry_0964.wav,ᎡᎵᏊᏍ ᏱᏍᎩᏃᎯᏍ ᎤᎿ ᎪᏢᏒ *ᎦᏄᎪᎢᏍᏙᏗᎢ?*,e:li̋:gwú:s yiskino:hís ù:hná: go:hlv́:sv̋: *ganu:go’isdohdi̋:’i*,Can you tell me where the *exit* is?,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
972,c2ec7d9dad70,Sentence_for_entry_0965.wav,*ᎦᏄᎸ* ᎠᎦᎵᏍᎦ.,*ganu:lv́* à:gâ:lsga,He is mowing the *grass.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
973,c362c8748357,Sentence_for_entry_0966.wav,*ᎦᏄᎸ ᎠᎦᎵ ᏍᏗ* ᎣᏍᏓ ᏂᎬᏁᎭ.,*ganu:lv́ ágà:lsdi* ő:sda nigv́:ne:ha,He’s repairing a *lawn mower.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
974,2e9e708896ff,Sentence_for_entry_0967.wav,Ꮎ ᎤᏟᏂᎩᏓ ᎠᏍᎦᏯ ᏔᎷᎩᏍᎩ *ᎦᏄᏖᏲᎭ.*,ná u:hlini̋:gida asgaya talu:gì:sgi *ganú:te:yóha*,The strong man *is twisting* steel.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
975,84a0822c243c,Sentence_for_entry_0968.wav,Ꮲ ᏍᎪᎯ ᎢᏳᏩᎩᏗ ᏂᏚᏍᏓᏲᏢ ᎠᏎᏅ *ᏚᏅᏗᏏᎶᎥ* ᎠᎪᏂᏍᎬᎢ.,dlv̋: sgǒ:hi iyuwa̋:kdi nidù:sdayo:hlv́ a:sé:hnv́ *dù:nv:dî:siló:’v́* agoní:sgv̋:’i,He fired about ten times‚ but *he missed* the target *over and over.*,Cherokee Dictionary 1975 Durbin Feeling,Dennis Sixkiller,Cherokee National Treasure.
976,29fff41b8736,Sentence_for_entry_0969.wav,*ᎦᏅᏗ* ᎠᏍᏛᎥᏍᎦ ᎤᏍᏗᎢ.,*ganv:di̋* à:sdv́’vsga usdi̋:’i,She’s feeding a baby on *her breast.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
