path,sentence
data/processed/sentence_audio/Sentence_for_entry_0480.wav,uweetsi atshuutsa aathawoo'a
data/processed/sentence_audio/Sentence_for_entry_0223.wav,skoohi ateelvv tsuunikvvwalhti hsaakwu iyanataanhthehti taayheehvv'i
data/processed/sentence_audio/Sentence_for_entry_0112.wav,atvvneeliihski yuulhstohtii aateelhohkwa'a tiiteelhohkwaahski
data/processed/sentence_audio/Sentence_for_entry_1001.wav,kathti uuyoohuuhsi uunhawookii'i
data/processed/sentence_audio/Sentence_for_entry_1507.wav,tsoohiyuuhahs aniitskili aaneehv
data/processed/sentence_audio/Sentence_for_entry_1427.wav,steeyita koolhvhthanvv ataaneehsoolatehtii uunoolhvvha
data/processed/sentence_audio/Sentence_for_entry_0512.wav,kalhkwaahskoo tso'i uuteethiyvvhsatiihsvv ayaathohihi nuulhsthanvv'i
data/processed/sentence_audio/Sentence_for_entry_1584.wav,aniiyvvwiya tsuukiitalhi tuunatilhkoo'i
data/processed/sentence_audio/Sentence_for_entry_1178.wav,hilaa iikhita alhskweethuwo halhskweethuhvhski
data/processed/sentence_audio/Sentence_for_entry_1004.wav,ataayhvhsteehstiihski atiithahsti uuniinvvhsto kaathiiyoo'i
data/processed/sentence_audio/Sentence_for_entry_0308.wav,alaahsuulhti tuulvvwhihstaaneehvv uuleenvvhv tiithiyoohihi
data/processed/sentence_audio/Sentence_for_entry_0933.wav,hihski iyuulhiiloota uunvvta tsinvvtseeha
data/processed/sentence_audio/Sentence_for_entry_0937.wav,kaniitatvv uuniiyhti aaneelhtiiha kiilhi
data/processed/sentence_audio/Sentence_for_entry_1517.wav,uutoohiyu aahse uutaakeeyuuhse'i
data/processed/sentence_audio/Sentence_for_entry_1762.wav,tuuwaayalhvv uuti tiitla uutiihskalha khiloo'i
data/processed/sentence_audio/Sentence_for_entry_0914.wav,suutlhiiloota ikaa unvvti uunekiihsvv'i
data/processed/sentence_audio/Sentence_for_entry_0927.wav,tiinheehskeehski nikoohiilvvkanhtohki khtiihskoo taanheehskeehskvv'i
data/processed/sentence_audio/Sentence_for_entry_1338.wav,aakinoohaliitoolvv i'akiluhtsa aakwhthoohsa'tvv'i kalookwe
data/processed/sentence_audio/Sentence_for_entry_1045_01.wav,tsiiyo'iyhtaaneha nikaweehskvv'i
data/processed/sentence_audio/Sentence_for_entry_0930.wav,kaanhkoo kaleeyvvhi khaawhi utiilhehki aatiithahskvv'i
data/processed/sentence_audio/Sentence_for_entry_1805.wav,katoo tsitsayeetska
data/processed/sentence_audio/Sentence_for_entry_1765.wav,tskwiihsti yuulhstaayvvnha uwaakhuuleekoo'i
data/processed/sentence_audio/Sentence_for_entry_0369.wav,neelaatuukwu nuuteethiyvvha uuneeltv ookinaalii'i
data/processed/sentence_audio/Sentence_for_entry_0888.wav,hihsk iyuwaanhilv ka'luhkoo'i
data/processed/sentence_audio/Sentence_for_entry_0387.wav,kiikakee tikoowheelooti kvhti uuhstanvvnhanvv'i
data/processed/sentence_audio/Sentence_for_entry_1589.wav,koohiitiihs iyikhthiiyeehst tseenvvhsti tatsakoonhiiyootsi
data/processed/sentence_audio/Sentence_for_entry_1660.wav,kato uuhst aaniikiihskoo uunakhsootsaneeta
data/processed/sentence_audio/Sentence_for_entry_0565.wav,hilaa iyakalvvlti eeliikwu yiteehalhthatuuka
data/processed/sentence_audio/Sentence_for_entry_1302.wav,khanuukalhi akwateehsti aakwatuuliiha
data/processed/sentence_audio/Sentence_for_entry_1831.wav,wayha yituuniiyoohsii aaniinayeekoo'i
data/processed/sentence_audio/Sentence_for_entry_0855.wav,kato uuhsti kaatsvvyhska na khantsiihsteetsi
data/processed/sentence_audio/Sentence_for_entry_0040.wav,alhstaayhti aataaneelhvv tuunheelv tsuuniiyoohsiihski
data/processed/sentence_audio/Sentence_for_entry_0978.wav,tsohskoo tso'i koowheeli kanvvnhv na'vv tsineela
data/processed/sentence_audio/Sentence_for_entry_1291.wav,aanhskvvthi tsikha'lvv aatsiiyelhalvv khaniikeeni
data/processed/sentence_audio/Sentence_for_entry_1505.wav,thootsuuwha uuhstiikha hsiinhv na tlaayhka keehsvv'i
data/processed/sentence_audio/Sentence_for_entry_1478.wav,suuhsvvhita heetoolv thaliinee'i iiheetoolvv'i
data/processed/sentence_audio/Sentence_for_entry_0596.wav,tsuuniitlvvki waaya'a taaleehiihsiha
data/processed/sentence_audio/Sentence_for_entry_0464.wav,uunoohuukaana iikaata 8taahsvhtlvv tuuyoohsthanvv'i
data/processed/sentence_audio/Sentence_for_entry_1680.wav,uukaanhaniiteena iyuuhsti uulookila
data/processed/sentence_audio/Sentence_for_entry_0222.wav,haalhv hiyheeka hskwaalheehsti
data/processed/sentence_audio/Sentence_for_entry_1148.wav,ootalv eehi lhvvtatsi kelhohi
data/processed/sentence_audio/Sentence_for_entry_1072.wav,iinata uuhskalhtsvv kanvvhskeeni uwoothihsvv'i
data/processed/sentence_audio/Sentence_for_entry_0471.wav,hihthala'tv na tsiiyu hahsuunhonhvv'i
data/processed/sentence_audio/Sentence_for_entry_1039.wav,kiinuuthti khstoolhsta
data/processed/sentence_audio/Sentence_for_entry_1618.wav,uunhawo aayoohsta aahsiilatv kanuuyvhihvv'i
data/processed/sentence_audio/Sentence_for_entry_1489.wav,tha'li itiilaahsuulo tuuwhahi
data/processed/sentence_audio/Sentence_for_entry_0585.wav,yituukhthinvvteehsa lha oohsta yakoowhthiihskoo'i
data/processed/sentence_audio/Sentence_for_entry_1462.wav,sohi teekuutheehsko uulikoohvhsti
data/processed/sentence_audio/Sentence_for_entry_0367.wav,tsuunhstii aniikeehuutsa tiineelhti ta naaneelhtiihskoo'i
data/processed/sentence_audio/Sentence_for_entry_0797.wav,akhskani tiitla hiiteeyhsta
data/processed/sentence_audio/Sentence_for_entry_0125.wav,akaayaluuti aanhtiihskoo tsiihstvvna taaniiniiyiihskvv aniitsalaki
data/processed/sentence_audio/Sentence_for_entry_0885.wav,neelaki iikvwatvvnhti yeeli'a kaloonuuheehskoo'i
data/processed/sentence_audio/Sentence_for_entry_0749.wav,tuuliihsti kha'lv aniitsalaki talikwa uuniihskwalv'eehoo uunateethiyiihskvvi
data/processed/sentence_audio/Sentence_for_entry_0394.wav,kato kalhsta ahstoohskii'i
data/processed/sentence_audio/Sentence_for_entry_0558.wav,tsuunilaawihstii teekeekatsvvhsthanv hso'i tsikha'lvv'i
data/processed/sentence_audio/Sentence_for_entry_0550.wav,taataanhaawhstvv nvvnoohi tuunatloohsvv'i
data/processed/sentence_audio/Sentence_for_entry_1082.wav,kuhkwe tsuuniiyhohi yvvtaaha uunvvhsa taanataayoohstohtiihskoo'i
data/processed/sentence_audio/Sentence_for_entry_1235.wav,tsuuyhvvtlvv tiitla tsuukhthi kanoolvvhskvv'i
data/processed/sentence_audio/Sentence_for_entry_0143_01.wav,ookinaalii'i nitayuunvvnvv koowheeli tsikooliiye'a
data/processed/sentence_audio/Sentence_for_entry_0078.wav,tikoowheeli kaahskilv tuulha'v tuutiikaleeyv tikoowheelooti uuyhala
data/processed/sentence_audio/Sentence_for_entry_0857.wav,saakwuu weehsa tsiiyaakhaaneeha
data/processed/sentence_audio/Sentence_for_entry_1384.wav,haatlvv nvvta tiihsehsti
data/processed/sentence_audio/Sentence_for_entry_1282.wav,keethiiloohsti kvhti uunheekwatvvhv uunhilhkvv'i
data/processed/sentence_audio/Sentence_for_entry_1194.wav,tso'i iyuunatootakwaahsti ikoohiita tiitoolanvvhsti tuuwhthanvv'i
data/processed/sentence_audio/Sentence_for_entry_1640.wav,khilo uyhvhsteehski uunhawootsv koola tsikeehsvv'i
data/processed/sentence_audio/Sentence_for_entry_0258.wav,atsina nikoohiilvv itsee keehsoo'i
data/processed/sentence_audio/Sentence_for_entry_0166.wav,kato uhsti hihiitooha
data/processed/sentence_audio/Sentence_for_entry_1009_02.wav,skoohi iyanii'i yvvwi tuuwoo'vv'i
data/processed/sentence_audio/Sentence_for_entry_0502.wav,hiiyaathvvtvvhvvka nitiitvvneeliihsvv'i
data/processed/sentence_audio/Sentence_for_entry_0649.wav,haatlvv tsuutaleenvvhe tiitshvvhsti
data/processed/sentence_audio/Sentence_for_entry_0364.wav,uuliiwhootsvv anaakaliihski uunuulvvnhvv uunhikiihstohtii takwaleela
data/processed/sentence_audio/Sentence_for_entry_1799.wav,uwoothita aakhtskwalvvthvv'i
data/processed/sentence_audio/Sentence_for_entry_1732_01.wav,iikaata uuniihskanooli keehso uunatvvnv'ihstohtii'i
data/processed/sentence_audio/Sentence_for_entry_0202_02.wav,itsee anaakaliihski uulhana ahiita uunhikiihsv takwaleela
data/processed/sentence_audio/Sentence_for_entry_1022.wav,kiilhi uuyoohsiiha hiiyeelooka
data/processed/sentence_audio/Sentence_for_entry_0732.wav,tootakwonhvv hsvvnatootakwaahsti tvvkaluhtsi
data/processed/sentence_audio/Sentence_for_entry_1752.wav,uuthani hi'a anhawo
data/processed/sentence_audio/Sentence_for_entry_0829.wav,khalhseetsi kaalhtohti eehskhvhsi
data/processed/sentence_audio/Sentence_for_entry_1209.wav,tsiihstvvna tiikiiyhaluuka
data/processed/sentence_audio/Sentence_for_entry_0767.wav,eekwa kalhtsoote aanaanheehskeha
data/processed/sentence_audio/Sentence_for_entry_0363.wav,tskwiihsti aanaakaliiha tooyi tiineelhtii'i
data/processed/sentence_audio/Sentence_for_entry_0036.wav,kilhi taahsuwhihskvv uuthvvkaana uutanaawhsthanvv'i
data/processed/sentence_audio/Sentence_for_entry_0962.wav,uutiilhehvhsa kalhtsoote tiitla aakinuukootsvv'i
data/processed/sentence_audio/Sentence_for_entry_1782.wav,na uutaatsi uweetsinhv akeeyha uuniitlhooyi tikeekakaanhtii'i
data/processed/sentence_audio/Sentence_for_entry_1473.wav,tha'li iyuulhiiloota uuhi'liitoolv hsuulhiiloota khanuukalha kateehskvv'i
data/processed/sentence_audio/Sentence_for_entry_0100.wav,kato uuhsti aatliihstiiha uulvvhsa'tiihs kuukukhe
data/processed/sentence_audio/Sentence_for_entry_1103.wav,kvvnhootahs na iinata tsika'na
data/processed/sentence_audio/Sentence_for_entry_0972.wav,yvvki kaahathvv kanvkwaloo'a
data/processed/sentence_audio/Sentence_for_entry_0192.wav,kaataahaa nuulhsthana uunhuwvv uunhawaa'iiyvvhsvv'i
data/processed/sentence_audio/Sentence_for_entry_1700.wav,uunaliikhti tsuunaliikoohsv tsitsiiko'v khoohi
data/processed/sentence_audio/Sentence_for_entry_1063.wav,thalhskoohi tikookhsti teekalo hsaakwuu niteekaakwheenhvvhsvv'i
data/processed/sentence_audio/Sentence_for_entry_0232.wav,ayhvvtlatiihstiihski uuwhahihsti uutuli kooki iyvv'i
data/processed/sentence_audio/Sentence_for_entry_0287.wav,lha koohuuhsti yakwatuli tsikaatheenooliitoohakwu
data/processed/sentence_audio/Sentence_for_entry_1343.wav,katoo tsatvvnhtii teetsuukhta kayeekwooni nvhkiinee'i
data/processed/sentence_audio/Sentence_for_entry_1262.wav,khaka'li kha'lvv ookana uunvvkoo'ihstii keehsoo'i
data/processed/sentence_audio/Sentence_for_entry_0620.wav,lheehsti vvhski iihstaayi titsalvvwhihstaaneheehsti toothaahstayeehsiihs
data/processed/sentence_audio/Sentence_for_entry_0012.wav,ataatloohsti aakineehsvv taaniihstayoohihvv'i
data/processed/sentence_audio/Sentence_for_entry_0277.wav,kanvvhiita aakhsoohskvv aakhsoohskoo ama yuuneekiihseena
data/processed/sentence_audio/Sentence_for_entry_0395.wav,na tiitaahstooyeehski uweetsi atshuutsa aahstooyeehskoo'i
data/processed/sentence_audio/Sentence_for_entry_0025_01.wav,uunoohskiihsvv aaku'iihsthana uutayhilvv'i
data/processed/sentence_audio/Sentence_for_entry_0581.wav,tiinaakaliihski tsuyaanv tuukhsvvhsthanv tuutheeyvvhsa
data/processed/sentence_audio/Sentence_for_entry_1227.wav,tsuukaanawv tiitla taanukhtiihskoo hsaahsa koola yinuulhsthana
data/processed/sentence_audio/Sentence_for_entry_0578.wav,koohiita uulhsihkvv yvvya'a yitvvkheewaaka
data/processed/sentence_audio/Sentence_for_entry_1652.wav,uunatsoonathi aaniineela aakee tsitsuuhstaakala
data/processed/sentence_audio/Sentence_for_entry_0693.wav,tikaanheehihi keehsv thalatuuhsiinee titsiniitoohi tsikeehsvv'i
data/processed/sentence_audio/Sentence_for_entry_1602.wav,lha yuulvvkwhti uuhiihsohtaanehti
data/processed/sentence_audio/Sentence_for_entry_0238.wav,tiiniitaanhawi uuyhvvkhiitv ayohski
data/processed/sentence_audio/Sentence_for_entry_0110.wav,katoo hatvvneeheehsti tootakwiiteena
data/processed/sentence_audio/Sentence_for_entry_0731.wav,hilaa ihsinaale hatiitiihskoo tootakwiiteen hsunaalee'i
data/processed/sentence_audio/Sentence_for_entry_1786.wav,uweela kvvnhihstiha
data/processed/sentence_audio/Sentence_for_entry_0201.wav,na tiinheehskeehski uuthana tsithaaki uuniiyvvhstii uunheehskeehvv'i
data/processed/sentence_audio/Sentence_for_entry_0984.wav,kanvvwoo uuweehihstaane aahstaayv uutiinvvhsv hskwaalheehsti
data/processed/sentence_audio/Sentence_for_entry_0880.wav,akiloohihsehtii uuneelhthanv aahseenhoo katsanuuli kaa'ihsvv'i
data/processed/sentence_audio/Sentence_for_entry_0840.wav,steeyita kvhti tsiiya'lvvlvv ayhvvkhi
data/processed/sentence_audio/Sentence_for_entry_1585.wav,uukitsvvta iyvv khila waaki'luhtsv'i
data/processed/sentence_audio/Sentence_for_entry_1465_02.wav,siikwu hso'i tsihskhvhsi
data/processed/sentence_audio/Sentence_for_entry_1142.wav,lhawoothuuha takwaleela kanvvkaliiha
data/processed/sentence_audio/Sentence_for_entry_0703.wav,tikhtlvhti teehskhvhsi hayeelhsti tootakvhtlvhi
data/processed/sentence_audio/Sentence_for_entry_0772.wav,eelhawee keehsv yvvwi kawooniihski kawooniihskv iikoohiita
data/processed/sentence_audio/Sentence_for_entry_1059.wav,sihkwa hawiiya tskwiihsti ko'i aatolhvntihsko'i
data/processed/sentence_audio/Sentence_for_entry_1638.wav,hilaa iikaa tuutiithahee khila uuyhvhstaa'ee'i
data/processed/sentence_audio/Sentence_for_entry_0549.wav,tuutoo'vv uwoowheelooti aahstanvvnhv tuutaanhaawhsthanv nakhthahvvna keehsv iyuuhst kiliihsi uwoowheelootiiyi
data/processed/sentence_audio/Sentence_for_entry_0641.wav,kaatsanuuli uwaateeyhsthana aateeyohv tuulhihkwatiinvvhsv takwaleela
data/processed/sentence_audio/Sentence_for_entry_1776.wav,yituuhsihthvvniila uwooyeeni uuweehihstaaneehoo'i
data/processed/sentence_audio/Sentence_for_entry_0013.wav,ataatooliihsti uuthayoolhv alhtsatoohvhski
data/processed/sentence_audio/Sentence_for_entry_1561.wav,na ahskaya uutlvvkwhti uutselvvhsoo'i
data/processed/sentence_audio/Sentence_for_entry_0459.wav,hahsuuyaki iyuuhsti tsatuuliihskvv'i
data/processed/sentence_audio/Sentence_for_entry_1278.wav,tekhanaahsteetliiha tuwaa'ilhvv'i
data/processed/sentence_audio/Sentence_for_entry_1769.wav,tuuwaanikalhv uniilvvkwhti uunkhilvvti waahuhi
data/processed/sentence_audio/Sentence_for_entry_0894.wav,hiilvvnhilee'ihs tsihstalhilvv
data/processed/sentence_audio/Sentence_for_entry_1777.wav,uulhtsvvtawata uuneelhunhv wayha uhsvv tsikeehsvv'i
data/processed/sentence_audio/Sentence_for_entry_0587.wav,suulhiiloota iikaa hseelu tuukhtlhvvhv hsookwili tsuukiihsti
data/processed/sentence_audio/Sentence_for_entry_1551.wav,tsatlaahsiithv'eehahs eeliikwu yikvvkwatvvnhti keehsvv'i
data/processed/sentence_audio/Sentence_for_entry_0242.wav,hilaa yanii'i atsati teehiniiyvvhe
data/processed/sentence_audio/Sentence_for_entry_1035.wav,kiitlha nuuhsta tsanhuwvv'i
data/processed/sentence_audio/Sentence_for_entry_1547.wav,nvvwoothi uukiihsa kaatsanuula uutiiwhsvv'i
data/processed/sentence_audio/Sentence_for_entry_0081.wav,kato uuhsti aatiiha
data/processed/sentence_audio/Sentence_for_entry_0879.wav,kalohihstii wuukhthvvleehsvv'i
data/processed/sentence_audio/Sentence_for_entry_0172.wav,kaahskilvv hilhahvvka na kuuku
data/processed/sentence_audio/Sentence_for_entry_0182.wav,koohuuhsti yahskaahstaane awhi aalhiyvvhsanaawhstiihskooʔi
data/processed/sentence_audio/Sentence_for_entry_0569.wav,tsuutanvvkalvvta thanhawootsa
data/processed/sentence_audio/Sentence_for_entry_0805.wav,tsiiyaatooliikakwu
data/processed/sentence_audio/Sentence_for_entry_1559.wav,svvhi tsikeehsvv aakhtlvvkvv aahseenhoo oohsiikwu iiki khoohi iika
data/processed/sentence_audio/Sentence_for_entry_0246.wav,takwaleelu hatsa'vvka
data/processed/sentence_audio/Sentence_for_entry_1413.wav,haatlvv tatsiikhanhi hi'a oohsi
data/processed/sentence_audio/Sentence_for_entry_0430.wav,tikoowheelooti yikhtlvvha ahskwalookoo'i
data/processed/sentence_audio/Sentence_for_entry_0373.wav,sa'tu iyuwaanhilv uhsv kaayuula aaniilhi'nvv'i
data/processed/sentence_audio/Sentence_for_entry_1346.wav,hi'a tikalookiihski kwhana taathvhihstiihsko teekanateekoo'inho
data/processed/sentence_audio/Sentence_for_entry_0294.wav,akhthiihsi akhthooli nikohiilvv uuteeyhahthohtiihskoo'i
data/processed/sentence_audio/Sentence_for_entry_0058.wav,hataweehsoolvvhsta toothaahsthayeehseeka
data/processed/sentence_audio/Sentence_for_entry_1355.wav,naahiyuu'ihs khila theehsi
data/processed/sentence_audio/Sentence_for_entry_0049.wav,skoohi tsuuteethiyvvta uuneelatvv talikwa khila uutuulvvhv uuta'nvvhstiiyi
data/processed/sentence_audio/Sentence_for_entry_0757.wav,tuuyaweeko'ihs yi'uuluhtsa tsuulvvwhihstaaneeliitoolv
data/processed/sentence_audio/Sentence_for_entry_0300.wav,suutalhskoo ateelvv kakwiiyiiha takwaleela hsiinvvta
data/processed/sentence_audio/Sentence_for_entry_0168.wav,uutoota uutseeli takwaleela aahi'leeha
data/processed/sentence_audio/Sentence_for_entry_0443.wav,sookwili keeyhahthahi uuhslhatvv'i
data/processed/sentence_audio/Sentence_for_entry_1172.wav,aniitsee thuuya tiinateehsuuka
data/processed/sentence_audio/Sentence_for_entry_0101.wav,hihski ko'i tiitliihstohti taakwatuuliiha
data/processed/sentence_audio/Sentence_for_entry_0433.wav,nvvtaaki tskwiihsti aniihskwaani aaneeha
data/processed/sentence_audio/Sentence_for_entry_0093.wav,lheehsti atle'ihsti yitsayhoheehsti
data/processed/sentence_audio/Sentence_for_entry_0987.wav,kaahsakwalvv kaahskiloo alhstaayhtii uuniihskila tsuuneenvvhsvv'i
data/processed/sentence_audio/Sentence_for_entry_1276.wav,khananeehski aahsiilateewhska
data/processed/sentence_audio/Sentence_for_entry_1742.wav,na weehsa tuuhsuhkalhvv tikoohstaayi
data/processed/sentence_audio/Sentence_for_entry_0236.wav,ahskhooli kalvvlatiilha uuyhvhtheehsti uuneelhthanvv'i
data/processed/sentence_audio/Sentence_for_entry_0071.wav,uuteelohoohsv aatsiloonu'eehskvv'i
data/processed/sentence_audio/Sentence_for_entry_0622.wav,uunatootakwonhvv uhsvv uwooniihihsti tuuhsvvhsthanvv'i kvvwahthayoohseela uwooniihihstii'i
data/processed/sentence_audio/Sentence_for_entry_0038.wav,tuuyaweetsa ayhvvkhi aakhthiiyvv uunaalii'i uutaneetliiyvvhsthanvv'i
data/processed/sentence_audio/Sentence_for_entry_0541.wav,hi'a atshuutsa ahkhalii ayvvwiyaa'i
data/processed/sentence_audio/Sentence_for_entry_1051.wav,kaayoolhikwu yuulhstaayvvnha koolhvhskoo'i
data/processed/sentence_audio/Sentence_for_entry_0632.wav,nvvnoohi teekanatiiwhskv awhi tsiiko'v uhsvv tsikeehsvv'i
data/processed/sentence_audio/Sentence_for_entry_0315.wav,haleewhihstohta takwaleela
data/processed/sentence_audio/Sentence_for_entry_1015.wav,kaayeehsa'tv uwaatsvvyhv khantsiihsteetsi
data/processed/sentence_audio/Sentence_for_entry_1527.wav,uutaanhtoo uuleewhihstaaneelvv'i
data/processed/sentence_audio/Sentence_for_entry_0326.wav,tiiliyeehsuulo taakiyohuuhsi
data/processed/sentence_audio/Sentence_for_entry_0847.wav,uwootuutsvv kaahiyuuloo uuwoolhvvnhvv'i
data/processed/sentence_audio/Sentence_for_entry_1248.wav,tsuulhsinhvvtahs teetsalvvwhihstaaneeho'i
data/processed/sentence_audio/Sentence_for_entry_1242.wav,tsuulaahski uuhskalhtsvv hi'a ahskaya
data/processed/sentence_audio/Sentence_for_entry_1319.wav,tskwiihsta yvwi nuunatvvnhvv uuwheelatiitaahsti uulvvkwhti
data/processed/sentence_audio/Sentence_for_entry_0336.wav,kalhtsootee taanaanheehskeehskv aalhsteeliihskoo'i
data/processed/sentence_audio/Sentence_for_entry_1443.wav,tlvv hskoohitskw naanii'v yvvwi
data/processed/sentence_audio/Sentence_for_entry_0975.wav,ootalvv aniileeki tikanvvhiita hsteeyita taaniinheehoo'i
data/processed/sentence_audio/Sentence_for_entry_1256.wav,skoohi tsuuhsvvhita thoo'i uuweetoolv tuulvvwhihstaaneehvv'i
data/processed/sentence_audio/Sentence_for_entry_1472.wav,tha'liiha tiihsuhti taakwatuuliiha
data/processed/sentence_audio/Sentence_for_entry_1279.wav,khanaahsteelhti hiinoolhv hi'luhtsvvhi
data/processed/sentence_audio/Sentence_for_entry_0408.wav,na uuthana kiilhi tsiihskaaha
data/processed/sentence_audio/Sentence_for_entry_0145.wav,itsee kalhtsati kvhti aakooniha
data/processed/sentence_audio/Sentence_for_entry_0018.wav,itsee ataalhaneehsalhti uunvvneelv uuhstaayvvhvhski
data/processed/sentence_audio/Sentence_for_entry_0738.wav,tooyu uuyhvvtla tooyi tookha
data/processed/sentence_audio/Sentence_for_entry_1714.wav,tiilhstoyhti kvhti taaniihstooye uuniinooteena
data/processed/sentence_audio/Sentence_for_entry_0675.wav,tikaleenvvhiita kiilhi tikaleenvvhiita aahsiila'tv uuwuutalvvtsheelvv ka'leni kanvvhiihsvv iyuuhsti
data/processed/sentence_audio/Sentence_for_entry_0439.wav,hahsiinuuka katvvnv haahsiineehsvv'i
data/processed/sentence_audio/Sentence_for_entry_1696.wav,takwaleela kanhsaneehskv tuulikaalhsvv uunataateehsvvta
data/processed/sentence_audio/Sentence_for_entry_0329.wav,tso'itskwa ateelvv tsuukvvwalhti alyeehsuuhstho uuliiyeehsuuhska
data/processed/sentence_audio/Sentence_for_entry_0594.wav,akhthiihsi tiitla tsalaahsuulhvv haaahsuulaki
data/processed/sentence_audio/Sentence_for_entry_1400.wav,ooklhahooma tsiki kiikake ahskaya aatiiha aniitsahta uuniiwooniihihsti
data/processed/sentence_audio/Sentence_for_entry_1161.wav,uhsvv nikeehsvvna yiki iika keehsoo'i
data/processed/sentence_audio/Sentence_for_entry_1417.wav,oohsiyo thoohiitsu
data/processed/sentence_audio/Sentence_for_entry_0803.wav,tiiniiyoolhi uuniilvvkwhti kaatoohi tsuunaaneelhtii'i
data/processed/sentence_audio/Sentence_for_entry_1542.wav,khohi iika uuteethiyiiha tsoohstaatanhvvtlhi
data/processed/sentence_audio/Sentence_for_entry_0822.wav,nikoohiilvv kaakeeta aahsalataanvvhvhskvv nvtikalhstohti tsinuulhiniikvvka
data/processed/sentence_audio/Sentence_for_entry_0673.wav,halaa tsuukvvwalhti hsuulhiiloota tikatvvti
data/processed/sentence_audio/Sentence_for_entry_1610.wav,neelaki kiilhi uunhaalvvkaahsii
data/processed/sentence_audio/Sentence_for_entry_0380.wav,khvvlhi uuhsatvvnv aahseenho lha yuniiyvvhee'i
data/processed/sentence_audio/Sentence_for_entry_1356.wav,hihski nanii'a tsuuniilvvwhihstaaneehi
data/processed/sentence_audio/Sentence_for_entry_1823.wav,haalhv waakitiihstii tsatuuli hi'a khaneehsa'i
data/processed/sentence_audio/Sentence_for_entry_0046.wav,tooya na'v yikaluhtsheela aatanooyhvvlhihstiihskoo'i
data/processed/sentence_audio/Sentence_for_entry_0409.wav,ahskaya uuhskalhsti uuneelhthanv kiilhi
data/processed/sentence_audio/Sentence_for_entry_0886_01.wav,koohuuhsti nuutvvnhvvna uuloohsv ootsitoona'vv na'vv'i
data/processed/sentence_audio/Sentence_for_entry_0724.wav,tlaayhkvv tsuuntaahstuuti waya'a
data/processed/sentence_audio/Sentence_for_entry_1188.wav,tsalvvkwhtihs iiya koolhvhthanvv keliihski
data/processed/sentence_audio/Sentence_for_entry_0240.wav,anhawo kaayhatlvv uuyhvhskiiyiiha
data/processed/sentence_audio/Sentence_for_entry_1571.wav,amaayi aakwatuuha
data/processed/sentence_audio/Sentence_for_entry_0320.wav,tiinhtlatiihski tilhsteelhtohti tiilkvvtuulo taanhtiihskoo'i
data/processed/sentence_audio/Sentence_for_entry_1331.wav,khooka hseelu tiiniinoohskiihski
data/processed/sentence_audio/Sentence_for_entry_0376.wav,aniihskwaanii'i takeehsi kooki iyvv'i
data/processed/sentence_audio/Sentence_for_entry_1466.wav,so'iiya whiihskilata hi'a kaahskilo
data/processed/sentence_audio/Sentence_for_entry_1564.wav,uutootakwata kanoohaliitoohoo yuunoohaleena
data/processed/sentence_audio/Sentence_for_entry_1530.wav,uutaanhthiihsanhvv khvvlhi uunaalha'a
data/processed/sentence_audio/Sentence_for_entry_0343.wav,ikaata aniitsalak aniikeeyhuuts uuniilvvkwhti uunalhskiihstii'i
data/processed/sentence_audio/Sentence_for_entry_0999.wav,tlookeehsi tsuwuutheeta nvvya kaahsvvthvhska
data/processed/sentence_audio/Sentence_for_entry_0538.wav,haatlvv teehiiyvvwhiitiata
data/processed/sentence_audio/Sentence_for_entry_1858.wav,yinikalhstiihakwu ilvhtlv uweenvvhstii yuutuuli eko yinikalhstiihakwu iyvv'i
data/processed/sentence_audio/Sentence_for_entry_1018.wav,khiloo kayhkooki yiki tsuulootski kaanhta'ta aanatiihskoo'i
data/processed/sentence_audio/Sentence_for_entry_1238.wav,teekaliikahs nika tsuukhsvvhsti tsiki
data/processed/sentence_audio/Sentence_for_entry_0669.wav,ilvvhski tsuuteethiiyvvta tiiteeyhoohvhski nikeehsoo'i
data/processed/sentence_audio/Sentence_for_entry_0583.wav,tuukhthaahsthanv uuhskoohsti aatsvvyhstv tuukhthooyvvhsa
data/processed/sentence_audio/Sentence_for_entry_1032.wav,kiika uutanvvliiye'a tsanhuwvv'i
data/processed/sentence_audio/Sentence_for_entry_1461.wav,sookwili tikaleenvvhiita kvvhti kaataluuki'a
data/processed/sentence_audio/Sentence_for_entry_1064.wav,tha'li nitekalatihstv tikokhsti tekokhsko'i hsika
data/processed/sentence_audio/Sentence_for_entry_0902.wav,tskwiihsti kanaalha'i uuyhtiita'na uutseeliikoohi
data/processed/sentence_audio/Sentence_for_entry_0769.wav,hihski tsuuteethiyvvta eehv talikwa
data/processed/sentence_audio/Sentence_for_entry_0508.wav,ootalvv kalvvla'ti taanaanheehstaalhahvhsko awooha'li
data/processed/sentence_audio/Sentence_for_entry_1626.wav,tsuuwhakeeta tiinhawoo tuunhvvhsvv tsuuyhvvtlv uuweena
data/processed/sentence_audio/Sentence_for_entry_0413.wav,hiyooliikahs na ahskaya
data/processed/sentence_audio/Sentence_for_entry_0277.wav,kanvvhiita aakhsoohskvv aakhsoohskoo ama yuuneekiihseena
data/processed/sentence_audio/Sentence_for_entry_0072.wav,hi'a alhskweethuwo hskoo ateelvv tsuukvvwalhti
data/processed/sentence_audio/Sentence_for_entry_1486.wav,svvkhtha tuuwhahsv tikaatuuhvv'i
data/processed/sentence_audio/Sentence_for_entry_0509.wav,kato uuhsti khanvvhsulv aaya'a
